ImageId,PredictionString
ID_a96ca371b,0.10996519 3.1401527 -3.1059966 -14.895344283850527 14.387037491927572 86.44538116455078 0.54662204 0.14836918 0.037947673 -3.086679 -11.06044459937489 12.787431840736389 73.51178741455078 0.6147052 0.19018279 0.016396394 -3.0910537 -8.997590565433143 14.084359881998871 80.9675064086914 0.60813355 0.15893972 -3.0931506 -3.1059847 3.9054047750452554 18.13421090901295 104.24909973144531 0.754445 0.12276696 3.1386847 -3.1023028 -10.77236698062211 9.435014840735597 53.091739654541016 0.574758 0.14411187 0.07967711 -3.1026752 9.593326688410713 16.54934517636177 93.12476348876953 0.68303263 0.108075455 0.067106605 -3.1070793 -3.9686317237565305 10.903045695918422 58.86122131347656 0.66229045 0.10388875 -0.03198298 -3.1248906 0.44021972783863106 11.868511260148125 64.0733871459961 0.94992155 0.112058625 -3.1406224 -3.1185677 -11.350287337504605 5.428087716908298 28.72097396850586 0.889344 0.17350976 0.21467942 -3.103904 -17.68505275015488 4.8926208692475335 25.38263702392578 0.9296383 0.12755026 3.1362388 -3.1002257 -9.195742099614732 6.496922445460243 33.70566177368164 0.93998665 0.12491743 3.141563 -3.1133482 -14.203048126163672 4.806151167533727 23.997617721557617 0.97909224 0.47675642 0.15065151 -3.0716045 -14.65624203580031 4.187279829044893 20.15074920654297 0.65158975 0.16855644 0.02238729 -3.0790977 -3.3334212222408937 6.765387664189156 32.55756378173828 0.9282989 0.1611086 0.04883762 -3.092725 -9.181156895047 4.176063809970756 19.73952293395996 0.9938306 0.13945459 0.011257314 -3.0895045 -7.116406055009534 5.123953687654144 23.79700469970703 0.9807413 0.16064613 0.0031773036 -3.0741737 -0.48513819132162084 5.6810353261233 25.070589065551758 0.9928489 0.12700854 0.04590531 -3.0899608 -3.3168294245319103 4.495824101203036 18.319984436035156 0.9947137
ID_67d5d5b3d,0.18158351 3.131145 -3.121019 -30.078958690834952 8.250356631482106 53.17770767211914 0.8419029 0.2019801 0.0116258105 -3.1015644 -8.700664068343954 21.408572795574287 137.98904418945312 0.6856029 0.17821984 0.0970809 -3.099372 -25.636424364587768 6.366096298757434 40.06160354614258 0.9045886 0.11774303 3.1402407 -3.121445 -13.041496688725857 17.289194381786388 108.80024719238281 0.79419625 0.1880952 3.1293387 -3.112531 -19.665196169811367 7.766402633303898 46.66489791870117 0.92767185 0.12548093 3.1392024 -3.121172 -13.169719006111862 10.57467544424042 63.53857421875 0.96555513 0.12076156 3.1392949 -3.1207616 -13.093242494280695 13.32220892849837 80.04729461669922 0.8235719 0.12275803 -0.028731879 -3.0992002 0.7494249405454099 11.848045704165777 66.67009735107422 0.9610604 0.13112985 -0.030963978 -3.1054506 -0.7510848809492856 7.627543535659203 38.81397247314453 0.9328961 0.124296784 0.024387997 -3.099866 2.839834170960984 8.20042585358835 41.72917556762695 0.9638068 0.14923024 -0.06556937 -3.1166432 4.393865047422551 8.194604091047438 40.91651916503906 0.53064936 0.16280828 3.1336668 -3.1218572 -7.6321903678460945 3.4819053299149125 14.872111320495605 0.9643979 0.18921588 -3.1321554 -3.10945 -7.876734081246338 2.8010423242069535 10.4528169631958 0.9930774
ID_6efcab358,0.11475611 0.06225387 -3.1245596 2.8700262307800912 13.90280726184065 76.61117553710938 0.9941555 0.16318892 3.132379 -3.1209211 -8.103184120124084 7.730602637553879 41.734458923339844 0.99014086 0.08185525 0.067388065 -3.1185136 -4.438336700670952 7.1371942397037635 37.0273551940918 0.83316636 0.1732968 3.1342115 -3.127006 -8.500605448438227 5.4274584270615165 27.618488311767578 0.97212 0.24726234 3.121614 -3.1285343 -7.320189787111076 2.961296532142647 12.648457527160645 0.9972429 0.14041984 0.039999116 -3.1051056 10.15081702620363 6.004065582546588 25.64490509033203 0.950896 0.16444755 0.04574715 -3.0739882 4.2349402070755335 4.24720799345331 15.007102966308594 0.9731674
ID_a74830061,0.17826657 -3.1274989 -3.106327 -13.46145769586363 11.540755919005335 66.34495544433594 0.88318306 0.18916617 0.047171667 -3.0771818 -5.953555060242021 9.354468418164686 51.54763412475586 0.8868814 0.16504884 -3.110288 -3.0991368 1.0216938065156143 12.122929763618195 65.44689178466797 0.68020505 0.16411301 3.1033347 -3.0946646 20.983497346603173 14.444647702101904 77.98092651367188 0.7167115 0.17922543 0.023599645 -3.0833504 -3.0406575314071027 8.163671628414534 42.3526611328125 0.9002905 0.15507972 0.052514788 -3.0889854 4.390125175870878 11.684179723390017 60.61685562133789 0.83454746 0.15714906 0.06602455 -3.0873077 -5.022688904570835 6.265338686497007 30.70688247680664 0.93378115 0.15803985 3.1101627 -3.100312 10.241784107143367 10.974136738113941 53.7850456237793 0.9639584 0.18937753 0.03168356 -3.0641434 -0.8814691255675129 5.063071054387958 23.9322509765625 0.64143974 0.14869216 -0.049855325 -3.102016 25.58427827308956 8.24401652806679 37.630157470703125 0.54989964 0.2796699 0.24324842 -3.0598116 -10.925972369335916 3.408971278379754 15.297786712646484 0.97890955 0.16741394 0.03001588 -3.07925 -3.812329849763449 3.8955355360906694 16.638832092285156 0.99684983 0.19604097 -0.07552628 -3.072061 -0.02714490558442506 3.7808178362422016 14.516563415527344 0.99320257 0.16061902 0.12952441 -3.0757961 2.896757680644738 3.6412590812616035 12.372798919677734 0.99801195 0.12354362 0.09057884 -3.10573 5.904373940075125 3.5851547099593795 11.589742660522461 0.99597037
ID_746a6c4b1,0.15668856 0.012225562 -3.1004865 -7.831488486490976 17.281414168045316 97.24418640136719 0.61375016 0.141466 -0.051591553 -3.1105576 -5.5656802984481075 16.854705536673293 94.84305572509766 0.7216764 0.13753848 3.1369407 -3.119915 -11.091061684888423 11.98482633654524 66.04217529296875 0.9729533 0.14641331 0.04834915 -3.0944743 -8.959847999214631 14.631725853933212 80.62786865234375 0.55533224 0.15251799 0.030323133 -3.1049242 -2.667512203006048 14.912371612627517 82.17436218261719 0.75597477 0.15054631 0.07324393 -3.0846553 3.3939908787623168 11.67466410303448 61.7727165222168 0.9578928 0.13031037 3.1381059 -3.1227412 -8.992209689936065 5.222281977595326 26.57441520690918 0.9267774 0.178849 -0.015471139 -3.1257384 -0.4541495698686404 8.411305990577311 42.80227279663086 0.6609303 0.12548803 -3.1412945 -3.1254852 -8.883766504578874 4.335601177987581 20.864526748657227 0.93319255 0.14961398 -0.0151667 -3.1009026 5.017267085212982 5.803288060390777 25.191997528076172 0.96817434 0.13938914 3.1370394 -3.1244736 -9.038214868453112 3.528521391564965 14.832955360412598 0.99165654 0.2300335 -0.09249036 -3.0794642 -0.1962233517588654 4.399301007558021 18.493478775024414 0.96456826 0.17057371 -0.07497599 -3.0887575 5.518300878270072 5.209383087292551 21.558029174804688 0.9926137 0.211502 3.1357913 -3.1052551 -9.517478257100692 3.404249754314 12.703842163085938 0.907597
ID_b27342358,0.12182891 0.011796748 -3.108209 4.564597591291765 7.046272853720222 36.555660247802734 0.9563967 0.15950358 0.022328362 -3.0974972 0.47221512061943827 5.94435524937138 30.24880027770996 0.8920238 0.10912359 0.0036839107 -3.125746 5.160346067453638 5.795355683762082 28.403461456298828 0.9400369 0.09199631 -0.26485515 -3.1388326 36.13303674886177 11.509502568705045 56.408912658691406 0.88122237 0.15844665 -0.0032921773 -3.0788076 -1.5927988776617052 4.321572045056994 18.7598876953125 0.9107026 0.115463495 0.02345128 -3.0984297 2.3444168013303326 3.75758541915914 15.080636978149414 0.9956786 0.15848374 0.04767375 -3.0673258 5.063426566841011 3.5791296179961343 11.295613288879395 0.99827504
ID_059762984,0.1863325 0.0911854 -3.0804062 30.926934519855934 11.338080554252663 65.17982482910156 0.5209514 0.1486187 -0.07837631 -3.101756 46.41458676570595 12.188665195520258 70.06962585449219 0.8427736 0.13815159 0.067655705 -3.1009312 21.4084024438 13.2762460189847 74.70671844482422 0.80712444 0.13269025 0.097063005 -3.098022 32.21543543898366 10.188903905941359 57.333946228027344 0.68580484 0.14013422 0.07427764 -3.1048205 25.633341935693267 11.02195089990174 60.73626708984375 0.67184466 0.1508472 -0.17382096 -3.1107566 35.43000338729185 8.994290762204649 49.56288146972656 0.95760804 0.14851242 -0.04822202 -3.1168277 8.795810005967901 11.221457281089982 58.216278076171875 0.930081 0.1351142 0.0054815835 -3.0940838 8.177194286974029 8.091712908810266 41.97934341430664 0.86685866 0.17642498 0.051155936 -3.0799818 4.297060474704686 10.06137817860698 50.237518310546875 0.9845051 0.06813085 0.03516573 -3.1130145 9.1553511400203 7.549913190358666 37.697509765625 0.87462544 0.08555493 -0.02268768 -3.117996 13.409428629565575 7.821061942454374 39.05138397216797 0.9742182 0.14212249 -3.0810833 -3.1135652 19.817524677716555 9.603072535754762 47.94915008544922 0.5277181 0.119072914 0.10138336 -3.0971432 1.0194829263571847 8.542062573456441 41.865272521972656 0.79027355 0.107517704 -0.050503053 -3.091009 -3.2951904670788608 6.1617751628854975 29.652755737304688 0.8963845 0.19691706 0.048155695 -3.0732148 5.779155523959652 7.513627204078112 36.15837097167969 0.53511035 0.19104122 0.05722705 -3.079604 -13.691460542860606 4.981031070113861 23.13323402404785 0.92934376 0.1461119 3.122168 -3.093319 7.030320814538243 5.543778776361865 25.3048095703125 0.99338996 0.13274126 -3.1134095 -3.1115513 14.815080146563595 7.034807411509689 32.11067199707031 0.9489666 0.16340543 3.1302435 -3.1063924 -4.968793516738057 5.971576910373116 26.797500610351562 0.89133483 0.19684015 -0.0025681788 -3.067232 -0.12138014622476945 4.554028735106108 19.451425552368164 0.98952067 0.113280356 0.087650664 -3.0954716 13.395776461108024 5.224309722917631 21.961593627929688 0.98773384 0.101453766 -0.05454316 -3.091251 -2.8378279302330887 3.6967521334244555 14.615885734558105 0.9877731 0.1330825 -0.029551849 -3.0817373 -5.950432453530522 3.997591578982247 15.573751449584961 0.99813133 0.14460634 0.13503379 -3.1031218 -0.9281505407120645 2.1700203564199416 5.994706630706787 0.99582565
ID_dcf9bade5,0.1845558 -3.1061513 -3.1009219 30.06222345504331 13.378672357933468 80.38655853271484 0.77372783 0.1403256 0.017425707 -3.0979133 39.01099258737817 10.022967799732136 58.89281463623047 0.7547847 0.1395618 -3.0974333 -3.113312 2.207956692497639 13.37229272315178 76.87400817871094 0.76000786 0.17488623 0.0038777818 -3.0892987 24.477906125642676 8.645197604395136 47.63920974731445 0.9933147 0.17438066 0.0029439148 -3.0899456 9.110259228653796 8.862070947472368 47.84280776977539 0.90255684 0.16750549 -0.02569988 -3.0808353 -1.1021210128171042 6.54431256714561 33.95151901245117 0.97908825 0.1460371 0.062945984 -3.1097293 8.793788692585927 7.985248004094267 41.42700958251953 0.9088081 0.14594662 -0.029268635 -3.0877118 12.243592482674941 7.8751845383925705 40.85600662231445 0.941307 0.14189744 0.012478355 -3.102803 4.269730262937962 6.719689050722781 34.194210052490234 0.9581637 0.16164643 -3.1203938 -3.098912 8.03182272517201 6.393310696674899 31.92247200012207 0.9883896 0.27658373 -0.0066343867 -3.092833 -6.618574992782623 4.341203637251191 19.81560516357422 0.69490254 0.16741936 0.020449467 -3.0730093 -4.5680667956834 4.809793121814291 21.583986282348633 0.9633282 0.18038413 -3.121934 -3.0948865 -9.931370563015372 4.580287834392493 20.212955474853516 0.8543238 0.07559107 0.02623616 -3.1071477 -2.8184133613542492 4.965961502215759 21.914945602416992 0.986667 0.20917363 3.1236784 -3.1208115 -8.398270983500927 3.2978108051922845 14.085796356201172 0.98467016 0.063861 -3.1306982 -3.1233954 -11.141737642385868 4.09656879855447 15.505012512207031 0.87688947 0.14583574 3.1361477 -3.1249125 -3.6008574393258987 3.006948038925584 11.221207618713379 0.9916762 0.17187086 -0.05291708 -3.0842462 -4.32986271429736 2.924867802080076 8.812411308288574 0.99326104
ID_03ee41a26,0.16140552 3.0747116 -3.114529 -21.984630499593514 13.937418177196548 81.8932876586914 0.5579526 0.1859389 3.127465 -3.1067216 -19.457384378293266 5.515083854535774 31.70485496520996 0.9192682 0.14601694 0.10451001 -3.0979295 -10.580366485790698 12.144114551515692 68.33610534667969 0.9384887 0.2211517 -0.098946035 -3.05975 -3.861043019470948 11.939944226059929 65.79485321044922 0.9901843 0.15058315 0.005661771 -3.1079023 4.846712175248797 21.025386502158867 115.86002349853516 0.6913257 0.14555953 -0.0007255618 -3.0797558 -5.219096746222448 8.228970167401414 43.54093933105469 0.9692192 0.18258405 0.061596543 -3.0741098 4.843026781285005 14.37263464453661 76.04815673828125 0.7381303 0.15048283 -0.061555203 -3.1132154 6.274564659967254 13.863982599597563 73.3567886352539 0.83801234 0.19009966 -0.024038164 -3.079999 6.94804115547884 12.471513837376577 64.70149993896484 0.5328582 0.19717884 0.055803236 -3.0741067 10.670437462165438 13.488500955620779 68.63838958740234 0.71498275 0.18867265 -0.052086134 -3.0753953 -0.9580919727057662 6.830674145680586 34.10627365112305 0.9920002
ID_c0350d6c9,0.16827141 -0.0018500715 -3.0858574 -6.806955047347941 22.17100014571163 136.29563903808594 0.5102277 0.14411871 3.1367648 -3.1177917 -10.935679867845202 13.42295891006188 77.16527557373047 0.7228363 0.15484822 0.015935402 -3.1025732 0.7469841988540651 18.912369591765085 108.72254180908203 0.8878538 0.095197424 -3.1372616 -3.121244 -10.478726950293222 11.697281313856024 65.82173156738281 0.7951423 0.14258395 3.1393104 -3.1184306 -9.408050907664979 8.995723052154275 49.57077407836914 0.91145825 0.21506381 0.04003285 -3.0656338 2.014152096085411 15.009858707777958 82.71156311035156 0.6834626 0.20063888 3.1280532 -3.1241455 -9.594906860494682 8.574726624112628 46.29154968261719 0.9182755 0.12121801 0.028896205 -3.0924346 -2.1518106618519184 9.87034821124324 52.22576141357422 0.5916385 0.124227405 0.096007705 -3.0989735 2.7683015477702 12.506836485982191 66.17588806152344 0.9640742 0.1793372 -3.0777009 -3.1008286 6.1834729712958705 7.96611594352267 39.77565383911133 0.55024236 0.12474197 3.1257632 -3.1061938 2.8368982668424856 5.65674191639393 25.384675979614258 0.52443963 0.15670763 3.1328077 -3.095327 -8.143701919430312 4.458342304625525 18.74167251586914 0.9799066 0.14417231 0.11662894 -3.0846262 4.992215486579628 5.83481374937864 24.52798843383789 0.97499055 0.15426765 3.1367085 -3.127256 -10.438387748996078 4.19981800224488 17.380138397216797 0.9931751 0.1394633 0.06177823 -3.0901754 5.075058828813457 4.545918685155419 17.709915161132812 0.9869867 0.17416406 0.020465842 -3.0725117 5.838513686236054 3.898138222292415 13.417116165161133 0.9922289 0.11993252 3.1405861 -3.1257544 -3.7943384991945175 2.5784424610992556 8.235220909118652 0.9993511
ID_b220dbd99,0.14116675 -0.031323303 -3.1004598 5.650640047309373 8.972042484335098 40.95326232910156 0.9834146 0.14530021 -3.0316293 -3.117579 8.35221727489305 9.60927287349434 43.8619270324707 0.95612603 0.11754221 0.13810362 -3.0914526 9.198592961550318 7.3780920993240855 33.109249114990234 0.9522681 0.15006077 -0.005942387 -3.0925453 0.9999147821780809 7.888872100965454 34.8138427734375 0.6243338 0.13995719 -0.06646628 -3.1000211 0.29545914497811054 6.054968765716762 26.2845401763916 0.8113821 0.13942122 0.069600634 -3.0793452 1.0628119766345137 4.747081413505484 19.343830108642578 0.8866637 0.10230307 -3.140621 -3.1167963 -1.3923313525172016 3.816482533344379 14.868189811706543 0.8632168 0.173959 3.1306503 -3.1208117 -0.09045425678624497 3.775328321588221 14.49548625946045 0.539888 0.13397014 -0.011611685 -3.0950682 7.13343533569396 3.5696192477916426 12.12937068939209 0.9023113 0.21651264 -0.013853243 -3.0875156 -0.07466632617516922 3.566373573178307 11.965436935424805 0.9938958
ID_d6de55a2f,0.22679351 3.1257281 -3.1173213 -39.45122076041308 10.590082036009264 75.58739471435547 0.5505914 0.28671297 3.1130087 -3.1138904 -37.170908377704954 10.265729849961026 67.81156158447266 0.6741264 0.09719448 0.07430181 -3.101127 -28.191692086698264 8.641730302384218 53.12480926513672 0.93010175 0.13585143 3.1371715 -3.1143777 -21.346075711821502 9.295522173699524 54.618499755859375 0.94429654 0.2406535 3.09243 -3.0980432 -20.54771242444854 9.152552164767663 53.778438568115234 0.5322722 0.15972452 0.054533087 -3.0820749 -21.582901505989916 10.074588194071275 59.19612503051758 0.91815585 0.09694432 0.07748669 -3.1061795 -16.135617845632364 4.477885880462129 25.742259979248047 0.89322764 0.12652431 0.12857373 -3.0958145 -15.479906994780139 5.7355140170732355 32.97205352783203 0.99573565 0.10582054 0.15692304 -3.085217 -0.19030005507284287 6.107619720010238 30.495986938476562 0.8849983 0.13160545 0.033267725 -3.0957372 7.3793093490008985 6.662272802531447 30.941368103027344 0.8862499 0.21956739 -3.0689518 -3.0720146 21.50093461140407 8.94447830053106 40.13842010498047 0.9505378 0.12958992 -0.10435182 -3.1081994 18.333338867769378 8.661478594531431 37.599365234375 0.96220523 0.12164605 0.045752235 -3.077398 7.608605891610587 5.129342240978911 20.58602523803711 0.94586265 0.17000532 -0.15723336 -3.0872095 12.431627053760426 5.42707219465639 21.457069396972656 0.99546105 0.12201142 0.096724905 -3.0698423 1.0300673984603907 3.7456999706946696 13.413312911987305 0.8011592 0.13888727 0.014069904 -3.0865085 -2.7306791605783687 3.3175746117245577 11.272936820983887 0.9924045
ID_9a5d86760,0.14363904 3.1341367 -3.1156113 -13.62841636336383 5.033141587476624 26.111650466918945 0.98963404 0.25916618 -0.0018486074 -3.0919137 -8.855206318221013 5.602951544553832 27.976125717163086 0.894495 0.20896119 -3.0971875 -3.0869904 8.456307243020902 6.998507319877778 31.944978713989258 0.8150287 0.13121164 0.11519285 -3.0748904 0.47546719009724114 3.7512195216397366 16.554250717163086 0.8975762 0.1921742 0.05266198 -3.0839705 16.72672713391455 6.551821181246986 28.441370010375977 0.5854293 0.17717372 3.137324 -3.1173766 4.846100276375603 -2.5565661758080305 -6.583745956420898 0.9922578
ID_9ceaa2eaf,0.14485095 -3.1278703 -3.1083467 -32.98821925766106 7.333800122390656 45.08434295654297 0.8506918 0.13578193 3.136705 -3.1086357 -26.107335294773804 7.201006606801801 40.52075958251953 0.91944975 0.13551854 0.030154172 -3.0910044 -6.011752292895565 13.265879331679216 74.64838409423828 0.9361013 0.16383576 0.029032098 -3.0745125 8.14953584956777 10.396958135133445 53.93882369995117 0.9863137 0.22159027 -0.051754218 -3.0616682 -4.3601293594223485 6.357820548311995 31.74526596069336 0.9876794 0.16447175 0.08375205 -3.0748234 -0.05950534187874723 6.373246712770424 31.822290420532227 0.97970253 0.17117178 0.0025404198 -3.0737915 9.536069099387483 7.7639498950982855 35.438873291015625 0.9953318 0.1567204 0.1294684 -3.0679724 8.238973803433737 5.366256117392815 22.558298110961914 0.99294454 0.19889474 0.015292756 -3.0778308 8.913788081512454 4.455044450958043 15.741473197937012 0.998147
ID_5df5ba264,0.16787124 0.008527196 -3.0852401 6.194856989649281 23.53220063890123 148.08724975585938 0.50244147 0.1839603 3.1310074 -3.1198034 -6.957677711584985 11.820949474747835 67.95571899414062 0.80858034 0.15687297 0.032466482 -3.0880878 -4.423720881135239 15.407889098063606 88.5761489868164 0.5604219 0.19247864 3.1322427 -3.1228287 -7.782937614545297 10.070215776195731 56.66607666015625 0.7785521 0.1332905 -3.115051 -3.1241896 1.3182866744568287 11.724713851686516 65.9760971069336 0.84669 0.18603359 3.1334662 -3.1235633 -7.4741654857296425 9.01482878937987 49.676055908203125 0.9318438 0.15943955 3.138256 -3.1171577 -7.527708657029976 8.052378885805254 42.606563568115234 0.7405557 0.07533006 0.09481085 -3.1117222 -8.774023606412875 8.518749008584997 44.19478225708008 0.8270261 0.1472709 -0.0758173 -3.0923276 -0.2791483574412723 8.62270800896114 44.73411560058594 0.7937803 0.13263834 0.048775498 -3.1003375 6.025078285128739 7.015935855975513 33.16310119628906 0.90451074 0.20025784 0.07276106 -3.0841315 16.920006747816764 8.570268267177383 40.51015853881836 0.5740583 0.19961034 3.128759 -3.1275232 -7.583528276441971 3.3500399456043706 15.033331871032715 0.9735605 0.15558529 0.11036647 -3.0845602 6.594124120251337 6.6486782682128585 29.83599853515625 0.91627693 0.13486183 0.096032016 -3.086908 6.861151257158866 5.707574320177297 22.56609344482422 0.9880287 0.19218493 0.028517095 -3.0726473 6.566709174104659 4.272186123242395 15.722123146057129 0.951433 0.23645626 3.1246686 -3.1190104 -6.231355838956196 2.618019956166366 8.5674409866333 0.9784638 0.04982781 0.049896833 -3.1046062 5.360167141909949 3.070855611217544 8.851097106933594 0.97722834
ID_a1d73f5d5,0.19711894 0.047752563 -3.0813916 8.068323084571759 13.069578945137295 75.13378143310547 0.7257483 0.12127483 0.14746767 -3.1068268 11.607540396320758 14.633810040702727 84.12615966796875 0.7022674 0.1571314 -3.098086 -3.1081865 15.835107933387377 14.805283039621429 85.1119155883789 0.87332064 0.15416116 -0.030498464 -3.1064131 0.19933531912255376 14.16789366126742 79.72410583496094 0.5146052 0.14429212 -0.03831954 -3.111397 11.917126192525913 12.897813122402013 72.57723999023438 0.8875981 0.18614876 -0.0018667962 -3.0773976 20.112625681566925 12.359651562850445 68.1076431274414 0.9159798 0.14058685 0.08872349 -3.102491 26.5255203088537 12.161142683094376 67.01376342773438 0.65180653 0.18268812 0.04697752 -3.0882666 14.880375786287587 10.587270993708948 57.15647888183594 0.97985464 0.15151477 -0.07547276 -3.0980377 17.154070356181087 9.094268240272406 48.119384765625 0.800493 0.15211725 -0.023095045 -3.0892897 17.661449255245927 8.696668952015358 45.117820739746094 0.7207499 0.18201411 0.0015939146 -3.0754883 28.12442570142386 10.120254236733011 52.503299713134766 0.99681205 0.14417545 -0.001620638 -3.0904975 -0.759779361018559 7.715839182303679 39.26327896118164 0.5212925 0.15482773 -3.1266475 -3.1170914 -2.5546870289807444 7.588491780383812 37.89013671875 0.9743737 0.16345918 0.07301331 -3.087485 16.7015415410538 8.179636704379533 40.8417854309082 0.67408186 0.20422184 0.021880837 -3.0764916 13.296275536668261 7.170598547018379 35.14362716674805 0.64257824 0.21725558 -0.012326156 -3.077302 -10.505977132752093 5.32949801758911 25.191604614257812 0.8659034 0.15062018 3.1337729 -3.117533 -9.130548049101247 6.459351164749052 30.532222747802734 0.93617123 0.20260356 -0.02877177 -3.081553 -0.6474351895236197 7.078249188550515 33.457645416259766 0.9257155 0.10918689 -0.029853152 -3.0967374 0.28852594739479187 5.623292068902188 25.66775131225586 0.99231917 0.17645834 3.1308248 -3.1213527 -9.291971360027649 4.35652307286542 18.911609649658203 0.94001466 0.13989197 3.1383855 -3.1185968 -12.129681804833773 4.47846829743262 18.826276779174805 0.9778061 0.26237467 -0.006103615 -3.0847595 -4.27025840466265 3.564438899491943 13.490965843200684 0.54429066 0.25456074 0.22278593 -3.0928605 -6.428059471414647 2.876129249845361 9.649618148803711 0.9976681 0.28827763 3.1406045 -3.0916889 -1.9001566453534506 3.10468778304568 9.571094512939453 0.9985275
ID_7c282ea36,0.12293854 3.1358583 -3.1106381 -4.4337492518536905 15.108948126372269 88.77694702148438 0.85961807 0.12701224 0.07113438 -3.1030269 -1.508010224979671 13.555942222709618 77.92976379394531 0.97217584 0.1427617 0.17266195 -3.1030486 9.848022423739955 11.480656766483484 58.4211540222168 0.90732086 0.20192051 -0.02964826 -3.0776303 11.39931986858511 8.394006609274825 40.395084381103516 0.9465046 0.16605067 -0.08005188 -3.0816557 0.4886885995972552 4.471990929751787 20.068096160888672 0.99514574 0.07865882 -0.04966722 -3.1378465 11.67258091915717 6.32853038904349 25.78805923461914 0.98952454 0.115309 0.05258815 -3.0998092 10.431595117557976 4.486361802881584 16.980331420898438 0.98590755
ID_331eeb8d3,0.21604884 0.020767951 -3.080165 2.557259392933446 19.85613197104327 127.98278045654297 0.5767353 0.11445354 -3.141587 -3.1171513 -21.855916069487865 11.818126678709078 71.00992584228516 0.6332744 0.15759717 3.0673995 -3.111558 -9.631652589431418 8.257393377645819 47.4697151184082 0.9241457 0.22517519 3.122867 -3.11889 -9.115283580642771 9.44158228508882 54.27732467651367 0.82721484 0.16343676 3.1339896 -3.1185112 -7.554132815513167 5.9928016482073865 32.352760314941406 0.88197434 0.15179266 3.1343749 -3.1190631 -9.818679825666628 5.384507170373727 27.93451499938965 0.7815436 0.19420145 3.1292007 -3.1264944 -11.615725341743584 4.95589194921234 24.289188385009766 0.9968701 0.2550539 3.0734217 -3.0795214 -11.952357114588494 3.7015479906366373 16.33504867553711 0.56363755 0.17797576 3.1313844 -3.1268826 -3.923487964376169 3.2125394482937484 13.721580505371094 0.9942368 0.12837005 -0.037134748 -3.0996318 8.58171455590006 3.73642905220761 12.078767776489258 0.9952371
ID_f13d97bc5,0.15890346 3.1334262 -3.124249 -13.172997976628743 12.969543186153544 74.55870056152344 0.9661025 0.16124116 3.1334069 -3.12535 -11.233565974162968 7.879406540911297 42.53779220581055 0.99127126 0.2129253 0.008169148 -3.0727687 -1.3616672869563153 8.08547903058453 41.94700241088867 0.9865709 0.15066218 0.07411116 -3.0889554 2.387013165966657 9.097901884215489 47.19939422607422 0.95726806 0.1421734 3.1391675 -3.1295164 -10.986378623356892 5.158813929672878 25.283723831176758 0.99284995 0.19131386 0.12843926 -3.0601068 3.2778625520449793 7.094165637533276 34.76902389526367 0.92481446 0.11509 -3.1407642 -3.1260731 -9.902583349458775 3.656392171236064 16.135774612426758 0.9963903 0.19946992 0.106542856 -3.0748773 3.7986472744505235 6.442597035200844 28.431385040283203 0.9864889 0.15158677 0.061087977 -3.08706 3.8549280946405844 5.00683015581734 20.719802856445312 0.9849887 0.13330626 0.07177536 -3.093482 3.842186798522416 4.065729343048853 14.758086204528809 0.99712414 0.13278103 0.018565463 -3.0795252 5.452117277750881 3.5976896279369015 11.490568161010742 0.9978988
ID_f7e1634f2,0.09117679 0.04954597 -3.1012874 -6.955454601423895 13.552620393706917 77.9106674194336 0.9369959 0.17911498 3.128874 -3.1229177 -10.64622688842946 12.21970893429328 68.76148223876953 0.9201082 0.1657723 3.1324253 -3.1213696 -13.354956900923554 6.784916448613394 36.62907409667969 0.9645957 0.18179642 3.1305563 -3.117429 -9.191278880836016 8.970580521168898 48.42860794067383 0.9550813 0.19572489 0.031242996 -3.101338 -5.940294018682398 8.856797530861073 47.81433868408203 0.92759407 0.15323542 3.1358979 -3.1267745 -11.956072408091687 4.365931614461225 23.10091781616211 0.98033696 0.13137732 3.1380603 -3.1253672 -10.154696945413633 6.923554691892232 36.63375473022461 0.9744984 0.23143911 0.010927157 -3.0672905 8.853040218861466 10.762793099540076 56.947845458984375 0.8987683 0.13064742 0.024303518 -3.0962362 2.1341529789443925 8.903542090658803 46.19106674194336 0.9740545 0.11547005 0.085462116 -3.0967772 5.438394083106829 8.699613095494463 45.133094787597656 0.8161851 0.15677726 0.037959833 -3.0859637 29.38204110536934 11.311038214135856 58.6810188293457 0.88357806 0.18184423 0.08988616 -3.087353 9.310803690360231 9.792698651855076 48.895973205566406 0.9812858 0.16768456 0.05769308 -3.0759847 2.952085842456551 7.171772108412554 34.51323699951172 0.9816891 0.124584734 -0.052532163 -3.1058867 34.458336590638524 11.200889648728399 52.01991271972656 0.98772407 0.14548145 -3.1199443 -3.1097968 -10.60168987989548 3.352194437899053 14.318082809448242 0.99419457 0.109270096 0.07304314 -3.1023319 7.3402799088564095 5.826727870761619 24.49399757385254 0.9901424 0.08513749 -0.058911487 -3.1260324 11.517378868067446 6.846207842632342 28.779617309570312 0.9776934 0.22064053 0.015178617 -3.0671475 -0.729145077887237 3.1012882001361266 10.814399719238281 0.9973054 0.18403147 0.09388877 -3.0730667 -4.066757455730572 2.68165913849647 8.997157096862793 0.99914694
